servicedate,line,estimated_boardings
2025-08-16,Fall River/New Bedford,2728
2025-08-17,Providence/Stoughton,7553
2025-08-17,Newburyport/Rockport,7508
2025-08-17,Framingham/Worcester,5285
2025-08-17,Franklin/Foxboro,2160
2025-08-17,Haverhill,1498
2025-08-17,Kingston,992
2025-08-17,Needham,1228
2025-08-17,Fitchburg,2164
2025-08-17,Greenbush,583
2025-08-17,Fairmount,472
2025-08-17,Fall River/New Bedford,2074
2025-08-18,Providence/Stoughton,18791
2025-08-18,Newburyport/Rockport,10105
2025-08-18,Framingham/Worcester,13103
2025-08-18,Franklin/Foxboro,8220
2025-08-18,Lowell,8228
2025-08-18,Haverhill,6297
2025-08-18,Kingston,5571
2025-08-18,Needham,4210
2025-08-18,Fitchburg,5531
2025-08-18,Greenbush,3674
2025-08-18,Fairmount,2503
2025-08-18,Fall River/New Bedford,9781
2025-08-19,Providence/Stoughton,18806
2025-08-19,Newburyport/Rockport,10490
2025-08-19,Framingham/Worcester,13987
2025-08-19,Franklin/Foxboro,8807
2025-08-19,Lowell,8057
2025-08-19,Haverhill,6299
2025-08-19,Kingston,5607
2025-08-19,Needham,4884
2025-08-19,Fitchburg,6501
2025-08-19,Greenbush,4359
2025-08-19,Fairmount,2707
2025-08-19,Fall River/New Bedford,10044
2025-08-20,Providence/Stoughton,18438
2025-08-20,Newburyport/Rockport,11925
2025-08-20,Framingham/Worcester,13437
2025-08-20,Franklin/Foxboro,9407
2025-08-20,Lowell,7711
2025-08-20,Haverhill,5514
2025-08-20,Kingston,6202
2025-08-20,Needham,4566
2025-08-20,Fitchburg,6365
2025-08-20,Greenbush,4041
2025-08-20,Fairmount,2422
2025-08-20,Fall River/New Bedford,10305
2025-08-21,Providence/Stoughton,18992
2025-08-21,Newburyport/Rockport,10462
2025-08-21,Framingham/Worcester,13354
2025-08-21,Franklin/Foxboro,9094
2025-08-21,Lowell,7728
2025-08-21,Haverhill,5649
2025-08-21,Kingston,5652
2025-08-21,Needham,5033
2025-08-21,Fitchburg,6225
2025-08-21,Greenbush,3850
2025-08-21,Fairmount,2536
2025-08-21,Fall River/New Bedford,10640
2025-08-22,Providence/Stoughton,17848
2025-08-22,Newburyport/Rockport,10438
2025-08-22,Framingham/Worcester,12577
2025-08-22,Franklin/Foxboro,8248
2025-08-22,Lowell,7156
2025-08-22,Haverhill,5491
2025-08-22,Kingston,4364
2025-08-22,Needham,4531
2025-08-22,Fitchburg,5873
2025-08-22,Greenbush,3572
2025-08-22,Fairmount,2548
2025-08-22,Fall River/New Bedford,9803
2025-08-23,Providence/Stoughton,6426
2025-08-23,Newburyport/Rockport,8036
2025-08-23,Framingham/Worcester,5029
2025-08-23,Franklin/Foxboro,2449
2025-08-23,Haverhill,1688
2025-08-23,Kingston,1348
2025-08-23,Needham,1269
2025-08-23,Fitchburg,2464
2025-08-23,Greenbush,770
2025-08-23,Fairmount,427
2025-08-23,Fall River/New Bedford,2574
2025-08-24,Providence/Stoughton,7230
2025-08-24,Newburyport/Rockport,6949
2025-08-24,Framingham/Worcester,5201
2025-08-24,Franklin/Foxboro,2782
2025-08-24,Haverhill,1502
2025-08-24,Kingston,1085
2025-08-24,Needham,1077
2025-08-24,Fitchburg,2446
2025-08-24,Greenbush,697
2025-08-24,Fairmount,370
2025-08-24,Fall River/New Bedford,2467
2025-08-25,Providence/Stoughton,19745
2025-08-25,Newburyport/Rockport,9647
2025-08-25,Framingham/Worcester,13109
2025-08-25,Franklin/Foxboro,6668
2025-08-25,Lowell,7362
2025-08-25,Haverhill,4680
2025-08-25,Kingston,5958
2025-08-25,Needham,4616
2025-08-25,Fitchburg,6109
2025-08-25,Greenbush,3941
2025-08-25,Fairmount,2697
2025-08-25,Fall River/New Bedford,9734
2025-08-26,Providence/Stoughton,19308
2025-08-26,Newburyport/Rockport,10039
2025-08-26,Framingham/Worcester,14004
2025-08-26,Franklin/Foxboro,8255
2025-08-26,Lowell,8041
2025-08-26,Haverhill,5559
2025-08-26,Kingston,5536
2025-08-26,Needham,4932
2025-08-26,Fitchburg,6025
2025-08-26,Greenbush,4911
2025-08-26,Fairmount,2247
2025-08-26,Fall River/New Bedford,10833
2025-08-27,Providence/Stoughton,20024
2025-08-27,Newburyport/Rockport,9990
2025-08-27,Framingham/Worcester,12327
2025-08-27,Franklin/Foxboro,8343
2025-08-27,Lowell,8177
2025-08-27,Haverhill,5646
2025-08-27,Kingston,5176
2025-08-27,Needham,4733
2025-08-27,Fitchburg,6801
2025-08-27,Greenbush,5807
2025-08-27,Fairmount,2370
2025-08-27,Fall River/New Bedford,10047
2025-08-28,Providence/Stoughton,19844
2025-08-28,Newburyport/Rockport,9920
2025-08-28,Framingham/Worcester,12667
2025-08-28,Franklin/Foxboro,8142
2025-08-28,Lowell,8265
2025-08-28,Haverhill,6172
2025-08-28,Kingston,5337
2025-08-28,Needham,4619
2025-08-28,Fitchburg,6322
2025-08-28,Greenbush,4995
2025-08-28,Fairmount,2834
2025-08-28,Fall River/New Bedford,10275
2025-08-29,Providence/Stoughton,18878
2025-08-29,Newburyport/Rockport,10007
2025-08-29,Framingham/Worcester,13583
2025-08-29,Franklin/Foxboro,7021
2025-08-29,Lowell,7013
2025-08-29,Haverhill,5209
2025-08-29,Kingston,4662
2025-08-29,Needham,4305
2025-08-29,Fitchburg,5987
2025-08-29,Greenbush,3569
2025-08-29,Fairmount,2780
2025-08-29,Fall River/New Bedford,9057
2025-08-30,Providence/Stoughton,8297
2025-08-30,Newburyport/Rockport,9551
2025-08-30,Framingham/Worcester,6548
2025-08-30,Franklin/Foxboro,2705
2025-08-30,Lowell,3009
2025-08-30,Haverhill,1526
2025-08-30,Kingston,1080
2025-08-30,Needham,1171
2025-08-30,Fitchburg,2143
2025-08-30,Greenbush,923
2025-08-30,Fairmount,456
2025-08-30,Fall River/New Bedford,3019
2025-08-31,Providence/Stoughton,7348
2025-08-31,Newburyport/Rockport,9122
2025-08-31,Framingham/Worcester,5634
2025-08-31,Franklin/Foxboro,2236
2025-08-31,Lowell,2950
2025-08-31,Haverhill,1449
2025-08-31,Kingston,1263
2025-08-31,Needham,1148
2025-08-31,Fitchburg,2259
2025-08-31,Greenbush,657
2025-08-31,Fairmount,458
2025-08-31,Fall River/New Bedford,3838
2025-09-01,Providence/Stoughton,7854
2025-09-01,Newburyport/Rockport,7275
2025-09-01,Framingham/Worcester,5377
2025-09-01,Franklin/Foxboro,2816
2025-09-01,Lowell,2407
2025-09-01,Haverhill,1384
2025-09-01,Kingston,1409
2025-09-01,Needham,1112
2025-09-01,Fitchburg,2434
2025-09-01,Greenbush,708
2025-09-01,Fairmount,454
2025-09-01,Fall River/New Bedford,3887
2025-09-02,Providence/Stoughton,21933
2025-09-02,Newburyport/Rockport,10900
2025-09-02,Framingham/Worcester,12792
2025-09-02,Franklin/Foxboro,7635
2025-09-02,Lowell,7746
2025-09-02,Haverhill,5491
2025-09-02,Kingston,5583
2025-09-02,Needham,4363
2025-09-02,Fitchburg,7286
2025-09-02,Greenbush,4500
2025-09-02,Fairmount,2498
2025-09-02,Fall River/New Bedford,10370
2025-09-03,Providence/Stoughton,20221
2025-09-03,Newburyport/Rockport,10650
2025-09-03,Framingham/Worcester,13631
2025-09-03,Franklin/Foxboro,8183
2025-09-03,Lowell,7707
2025-09-03,Haverhill,5204
2025-09-03,Kingston,5368
2025-09-03,Needham,5096
2025-09-03,Fitchburg,6689
2025-09-03,Greenbush,4993
2025-09-03,Fairmount,2924
2025-09-03,Fall River/New Bedford,10852
2025-09-04,Providence/Stoughton,20608
2025-09-04,Newburyport/Rockport,10855
2025-09-04,Framingham/Worcester,13172
2025-09-04,Franklin/Foxboro,9199
2025-09-04,Lowell,7485
2025-09-04,Haverhill,5254
2025-09-04,Kingston,5925
2025-09-04,Needham,5205
2025-09-04,Fitchburg,6630
2025-09-04,Greenbush,5279
2025-09-04,Fairmount,3096
2025-09-04,Fall River/New Bedford,10498
2025-09-05,Providence/Stoughton,18237
2025-09-05,Newburyport/Rockport,10503
2025-09-05,Framingham/Worcester,12255
2025-09-05,Franklin/Foxboro,7859
2025-09-05,Lowell,6554
2025-09-05,Haverhill,4966
2025-09-05,Kingston,5679
2025-09-05,Needham,4603
2025-09-05,Fitchburg,6251
2025-09-05,Greenbush,4213
2025-09-05,Fairmount,2712
2025-09-05,Fall River/New Bedford,9640
2025-09-06,Providence/Stoughton,7420
2025-09-06,Newburyport/Rockport,7206
2025-09-06,Framingham/Worcester,5241
2025-09-06,Franklin/Foxboro,2970
2025-09-06,Lowell,2491
2025-09-06,Haverhill,1316
2025-09-06,Kingston,991
2025-09-06,Needham,1173
2025-09-06,Fitchburg,2243
2025-09-06,Greenbush,566
2025-09-06,Fairmount,680
2025-09-06,Fall River/New Bedford,2835
2025-09-07,Providence/Stoughton,7516
2025-09-07,Newburyport/Rockport,5756
2025-09-07,Framingham/Worcester,4612
2025-09-07,Franklin/Foxboro,2088
2025-09-07,Lowell,2090
2025-09-07,Haverhill,1262
2025-09-07,Kingston,897
2025-09-07,Needham,1231
2025-09-07,Fitchburg,2127
2025-09-07,Greenbush,570
2025-09-07,Fairmount,427
2025-09-07,Fall River/New Bedford,2415
2025-09-08,Providence/Stoughton,20919
2025-09-08,Newburyport/Rockport,11119
2025-09-08,Framingham/Worcester,11430
2025-09-08,Franklin/Foxboro,7606
2025-09-08,Lowell,7692
2025-09-08,Haverhill,6111
2025-09-08,Kingston,5881
2025-09-08,Needham,5323
2025-09-08,Fitchburg,6194
2025-09-08,Greenbush,4731
2025-09-08,Fairmount,2772
2025-09-08,Fall River/New Bedford,10249
2025-09-09,Providence/Stoughton,20732
2025-09-09,Newburyport/Rockport,10404
2025-09-09,Framingham/Worcester,12639
2025-09-09,Franklin/Foxboro,8585
2025-09-09,Lowell,7744
2025-09-09,Haverhill,6017
2025-09-09,Kingston,7251
2025-09-09,Needham,4658
2025-09-09,Fitchburg,6988
2025-09-09,Greenbush,4979
2025-09-09,Fairmount,3146
2025-09-09,Fall River/New Bedford,10941
2025-09-10,Providence/Stoughton,19766
2025-09-10,Newburyport/Rockport,11014
2025-09-10,Framingham/Worcester,12842
2025-09-10,Franklin/Foxboro,7695
2025-09-10,Lowell,8261
2025-09-10,Haverhill,5942
2025-09-10,Kingston,6507
2025-09-10,Needham,5125
2025-09-10,Fitchburg,7351
2025-09-10,Greenbush,4850
2025-09-10,Fairmount,3064
2025-09-10,Fall River/New Bedford,10529
2025-09-11,Providence/Stoughton,18959
2025-09-11,Newburyport/Rockport,10415
2025-09-11,Framingham/Worcester,12497
2025-09-11,Franklin/Foxboro,8737
2025-09-11,Lowell,7921
2025-09-11,Haverhill,5514
2025-09-11,Kingston,6080
2025-09-11,Needham,5688
2025-09-11,Fitchburg,6481
2025-09-11,Greenbush,5189
2025-09-11,Fairmount,3096
2025-09-11,Fall River/New Bedford,11297
2025-09-12,Providence/Stoughton,19225
2025-09-12,Newburyport/Rockport,10445
2025-09-12,Framingham/Worcester,14138
2025-09-12,Franklin/Foxboro,8257
2025-09-12,Lowell,7524
2025-09-12,Haverhill,5469
2025-09-12,Kingston,5790
2025-09-12,Needham,4804
2025-09-12,Fitchburg,6609
2025-09-12,Greenbush,4200
2025-09-12,Fairmount,3134
2025-09-12,Fall River/New Bedford,9312
2025-09-13,Providence/Stoughton,9353
2025-09-13,Newburyport/Rockport,7739
2025-09-13,Framingham/Worcester,5666
2025-09-13,Franklin/Foxboro,2682
2025-09-13,Lowell,2674
2025-09-13,Haverhill,1333
2025-09-13,Kingston,1099
2025-09-13,Needham,1209
2025-09-13,Fitchburg,2302
2025-09-13,Greenbush,719
2025-09-13,Fairmount,538
2025-09-13,Fall River/New Bedford,1966
2025-09-14,Providence/Stoughton,7007
2025-09-14,Newburyport/Rockport,7644
2025-09-14,Framingham/Worcester,4988
2025-09-14,Franklin/Foxboro,2145
2025-09-14,Lowell,2223
2025-09-14,Haverhill,1602
2025-09-14,Kingston,1152
2025-09-14,Needham,1231
2025-09-14,Fitchburg,2082
2025-09-14,Greenbush,734
2025-09-14,Fairmount,507
2025-09-14,Fall River/New Bedford,2116
2025-09-15,Providence/Stoughton,18897
2025-09-15,Newburyport/Rockport,10325
2025-09-15,Framingham/Worcester,11657
2025-09-15,Franklin/Foxboro,9639
2025-09-15,Lowell,7246
2025-09-15,Haverhill,5617
2025-09-15,Kingston,6204
2025-09-15,Needham,6179
2025-09-15,Fitchburg,6470
2025-09-15,Greenbush,5098
2025-09-15,Fairmount,2562
2025-09-15,Fall River/New Bedford,9622
2025-09-16,Providence/Stoughton,20242
2025-09-16,Newburyport/Rockport,11173
2025-09-16,Framingham/Worcester,11809
2025-09-16,Franklin/Foxboro,8746
2025-09-16,Lowell,7789
2025-09-16,Haverhill,5800
2025-09-16,Kingston,5839
2025-09-16,Needham,4728
2025-09-16,Fitchburg,7050
2025-09-16,Greenbush,4616
2025-09-16,Fairmount,2641
2025-09-16,Fall River/New Bedford,10403
2025-09-17,Providence/Stoughton,19649
2025-09-17,Newburyport/Rockport,11896
2025-09-17,Framingham/Worcester,13002
2025-09-17,Franklin/Foxboro,7934
2025-09-17,Lowell,8222
2025-09-17,Haverhill,5848
2025-09-17,Kingston,5223
2025-09-17,Needham,5424
2025-09-17,Fitchburg,7001
2025-09-17,Greenbush,4391
2025-09-17,Fairmount,2395
2025-09-17,Fall River/New Bedford,10350
2025-09-18,Providence/Stoughton,19671
2025-09-18,Newburyport/Rockport,10983
2025-09-18,Framingham/Worcester,13176
2025-09-18,Franklin/Foxboro,9069
2025-09-18,Lowell,7810
2025-09-18,Haverhill,5749
2025-09-18,Kingston,6213
2025-09-18,Needham,5775
2025-09-18,Fitchburg,6276
2025-09-18,Greenbush,4753
2025-09-18,Fairmount,2756
2025-09-18,Fall River/New Bedford,10441
2025-09-19,Providence/Stoughton,19070
2025-09-19,Newburyport/Rockport,11482
2025-09-19,Framingham/Worcester,11939
2025-09-19,Franklin/Foxboro,8338
2025-09-19,Lowell,7717
2025-09-19,Haverhill,5872
2025-09-19,Kingston,5085
2025-09-19,Needham,4913
2025-09-19,Fitchburg,5798
2025-09-19,Greenbush,3429
2025-09-19,Fairmount,2468
2025-09-19,Fall River/New Bedford,10251
2025-09-20,Providence/Stoughton,7575
2025-09-20,Newburyport/Rockport,9020
2025-09-20,Framingham/Worcester,5174
2025-09-20,Franklin/Foxboro,2556
2025-09-20,Lowell,2556
2025-09-20,Haverhill,1348
2025-09-20,Kingston,989
2025-09-20,Needham,1275
2025-09-20,Fitchburg,2609
2025-09-20,Greenbush,597
2025-09-20,Fairmount,410
2025-09-20,Fall River/New Bedford,2069
2025-09-21,Providence/Stoughton,6848
2025-09-21,Newburyport/Rockport,7116
2025-09-21,Framingham/Worcester,5058
2025-09-21,Franklin/Foxboro,3825
2025-09-21,Lowell,2140
2025-09-21,Haverhill,1478
2025-09-21,Kingston,959
2025-09-21,Needham,1191
2025-09-21,Fitchburg,2463
2025-09-21,Greenbush,589
2025-09-21,Fairmount,418
2025-09-21,Fall River/New Bedford,2057
2025-09-22,Providence/Stoughton,20186
2025-09-22,Newburyport/Rockport,11154
2025-09-22,Framingham/Worcester,12473
2025-09-22,Franklin/Foxboro,8640
2025-09-22,Lowell,7533
2025-09-22,Haverhill,4895
2025-09-22,Kingston,5452
2025-09-22,Needham,4582
2025-09-22,Fitchburg,6487
2025-09-22,Greenbush,5330
2025-09-22,Fairmount,2748
2025-09-22,Fall River/New Bedford,10112
2025-09-23,Providence/Stoughton,22705
2025-09-23,Newburyport/Rockport,11884
2025-09-23,Framingham/Worcester,12156
2025-09-23,Franklin/Foxboro,8920
2025-09-23,Lowell,7745
2025-09-23,Haverhill,5810
2025-09-23,Kingston,6507
2025-09-23,Needham,5129
2025-09-23,Fitchburg,7142
2025-09-23,Greenbush,5148
2025-09-23,Fairmount,3150
2025-09-23,Fall River/New Bedford,10053
2025-09-24,Providence/Stoughton,20490
2025-09-24,Newburyport/Rockport,13457
2025-09-24,Framingham/Worcester,11714
2025-09-24,Franklin/Foxboro,9453
2025-09-24,Lowell,8090
2025-09-24,Haverhill,5780
2025-09-24,Kingston,6007
2025-09-24,Needham,5079
2025-09-24,Fitchburg,6658
2025-09-24,Greenbush,5320
2025-09-24,Fairmount,2703
2025-09-24,Fall River/New Bedford,10529
2025-09-25,Providence/Stoughton,23156
2025-09-25,Newburyport/Rockport,11984
2025-09-25,Framingham/Worcester,11430
2025-09-25,Franklin/Foxboro,9205
2025-09-25,Lowell,7311
2025-09-25,Haverhill,5817
2025-09-25,Kingston,6269
2025-09-25,Needham,4821
2025-09-25,Fitchburg,6564
2025-09-25,Greenbush,4482
2025-09-25,Fairmount,2529
2025-09-25,Fall River/New Bedford,10371
2025-09-26,Providence/Stoughton,19691
2025-09-26,Newburyport/Rockport,11253
2025-09-26,Framingham/Worcester,13035
2025-09-26,Franklin/Foxboro,7255
2025-09-26,Lowell,7613
2025-09-26,Haverhill,5371
2025-09-26,Kingston,5554
2025-09-26,Needham,4502
2025-09-26,Fitchburg,6405
2025-09-26,Greenbush,3321
2025-09-26,Fairmount,2214
2025-09-26,Fall River/New Bedford,9627
2025-09-27,Providence/Stoughton,7220
2025-09-27,Newburyport/Rockport,9808
2025-09-27,Framingham/Worcester,6484
2025-09-27,Franklin/Foxboro,2522
2025-09-27,Lowell,2322
2025-09-27,Haverhill,1493
2025-09-27,Kingston,1054
2025-09-27,Needham,1262
2025-09-27,Fitchburg,2269
2025-09-27,Greenbush,807
2025-09-27,Fairmount,544
2025-09-27,Fall River/New Bedford,3188
2025-09-28,Providence/Stoughton,6972
2025-09-28,Newburyport/Rockport,7662
2025-09-28,Framingham/Worcester,4865
2025-09-28,Franklin/Foxboro,2313
2025-09-28,Lowell,2583
2025-09-28,Haverhill,1338
2025-09-28,Kingston,973
2025-09-28,Needham,1231
2025-09-28,Fitchburg,2068
2025-09-28,Greenbush,540
2025-09-28,Fairmount,458
2025-09-28,Fall River/New Bedford,2329
2025-09-29,Providence/Stoughton,17501
2025-09-29,Newburyport/Rockport,11715
2025-09-29,Framingham/Worcester,11267
2025-09-29,Franklin/Foxboro,8079
2025-09-29,Lowell,7714
2025-09-29,Haverhill,5260
2025-09-29,Kingston,5471
2025-09-29,Needham,4755
2025-09-29,Fitchburg,6873
2025-09-29,Greenbush,4795
2025-09-29,Fairmount,2578
2025-09-29,Fall River/New Bedford,10561
2025-09-30,Providence/Stoughton,18962
2025-09-30,Newburyport/Rockport,11246
2025-09-30,Framingham/Worcester,11801
2025-09-30,Franklin/Foxboro,8966
2025-09-30,Lowell,7863
2025-09-30,Haverhill,5488
2025-09-30,Kingston,5986
2025-09-30,Needham,5669
2025-09-30,Fitchburg,6447
2025-09-30,Greenbush,5012
2025-09-30,Fairmount,3151
2025-09-30,Fall River/New Bedford,10804
2025-10-01,Providence/Stoughton,20679
2025-10-01,Newburyport/Rockport,11539
2025-10-01,Framingham/Worcester,11813
2025-10-01,Franklin/Foxboro,9193
2025-10-01,Lowell,7823
2025-10-01,Haverhill,5667
2025-10-01,Kingston,6196
2025-10-01,Needham,5025
2025-10-01,Fitchburg,6814
2025-10-01,Greenbush,5322
2025-10-01,Fairmount,2628
2025-10-01,Fall River/New Bedford,11149
2025-10-02,Providence/Stoughton,18971
2025-10-02,Newburyport/Rockport,14262
2025-10-02,Framingham/Worcester,11812
2025-10-02,Franklin/Foxboro,8693
2025-10-02,Lowell,8212
2025-10-02,Haverhill,5422
2025-10-02,Kingston,5986
2025-10-02,Needham,5061
2025-10-02,Fitchburg,6592
2025-10-02,Greenbush,4567
2025-10-02,Fairmount,2697
2025-10-02,Fall River/New Bedford,10901
2025-10-03,Providence/Stoughton,17986
2025-10-03,Newburyport/Rockport,12942
2025-10-03,Framingham/Worcester,11842
2025-10-03,Franklin/Foxboro,7496
2025-10-03,Lowell,7774
2025-10-03,Haverhill,4655
2025-10-03,Kingston,4971
2025-10-03,Needham,4569
2025-10-03,Fitchburg,6258
2025-10-03,Greenbush,3667
2025-10-03,Fairmount,2570
2025-10-03,Fall River/New Bedford,9813
2025-10-04,Providence/Stoughton,7298
2025-10-04,Newburyport/Rockport,12946
2025-10-04,Framingham/Worcester,5138
2025-10-04,Franklin/Foxboro,2725
2025-10-04,Lowell,2413
2025-10-04,Haverhill,1685
2025-10-04,Kingston,1259
2025-10-04,Needham,1231
2025-10-04,Fitchburg,2487
2025-10-04,Greenbush,804
2025-10-04,Fairmount,430
2025-10-04,Fall River/New Bedford,3573
2025-10-05,Providence/Stoughton,6770
2025-10-05,Newburyport/Rockport,9744
2025-10-05,Framingham/Worcester,4765
2025-10-05,Franklin/Foxboro,2622
2025-10-05,Lowell,2232
2025-10-05,Haverhill,1476
2025-10-05,Kingston,954
2025-10-05,Needham,1050
2025-10-05,Fitchburg,2062
2025-10-05,Greenbush,565
2025-10-05,Fairmount,458
2025-10-05,Fall River/New Bedford,2462
2025-10-06,Providence/Stoughton,18274
2025-10-06,Newburyport/Rockport,10131
2025-10-06,Framingham/Worcester,12358
2025-10-06,Franklin/Foxboro,7546
2025-10-06,Lowell,7387
2025-10-06,Haverhill,5549
2025-10-06,Kingston,6110
2025-10-06,Needham,4642
2025-10-06,Fitchburg,6090
2025-10-06,Greenbush,4658
2025-10-06,Fairmount,2685
2025-10-06,Fall River/New Bedford,10313
2025-10-07,Providence/Stoughton,19690
2025-10-07,Newburyport/Rockport,11692
2025-10-07,Framingham/Worcester,12940
2025-10-07,Franklin/Foxboro,8785
2025-10-07,Lowell,7712
2025-10-07,Haverhill,5809
2025-10-07,Kingston,6074
2025-10-07,Needham,4892
2025-10-07,Fitchburg,7001
2025-10-07,Greenbush,5445
2025-10-07,Fairmount,2801
2025-10-07,Fall River/New Bedford,10380
2025-10-08,Providence/Stoughton,19527
2025-10-08,Newburyport/Rockport,10604
2025-10-08,Framingham/Worcester,12472
2025-10-08,Franklin/Foxboro,8607
2025-10-08,Lowell,7386
2025-10-08,Haverhill,5494
2025-10-08,Kingston,6053
2025-10-08,Needham,5286
2025-10-08,Fitchburg,6392
2025-10-08,Greenbush,5909
2025-10-08,Fairmount,2804
2025-10-08,Fall River/New Bedford,10666
2025-10-09,Providence/Stoughton,19935
2025-10-09,Newburyport/Rockport,12677
2025-10-09,Framingham/Worcester,12325
2025-10-09,Franklin/Foxboro,8515
2025-10-09,Lowell,8529
2025-10-09,Haverhill,5889
2025-10-09,Kingston,5887
2025-10-09,Needham,5026
2025-10-09,Fitchburg,6291
2025-10-09,Greenbush,4795
2025-10-09,Fairmount,2522
2025-10-09,Fall River/New Bedford,11419
2025-10-10,Providence/Stoughton,18781
2025-10-10,Newburyport/Rockport,11235
2025-10-10,Framingham/Worcester,11939
2025-10-10,Franklin/Foxboro,7649
2025-10-10,Lowell,7492
2025-10-10,Haverhill,4929
2025-10-10,Kingston,4851
2025-10-10,Needham,4532
2025-10-10,Fitchburg,6451
2025-10-10,Greenbush,4082
2025-10-10,Fairmount,2370
2025-10-10,Fall River/New Bedford,9535
2025-10-11,Providence/Stoughton,7929
2025-10-11,Newburyport/Rockport,16403
2025-10-11,Framingham/Worcester,6314
2025-10-11,Franklin/Foxboro,2816
2025-10-11,Lowell,2496
2025-10-11,Haverhill,1455
2025-10-11,Kingston,1072
2025-10-11,Needham,1522
2025-10-11,Fitchburg,2584
2025-10-11,Greenbush,617
2025-10-11,Fairmount,419
2025-10-11,Fall River/New Bedford,1829
2025-10-12,Providence/Stoughton,6497
2025-10-12,Newburyport/Rockport,12541
2025-10-12,Framingham/Worcester,4522
2025-10-12,Franklin/Foxboro,2206
2025-10-12,Lowell,2266
2025-10-12,Haverhill,1430
2025-10-12,Kingston,933
2025-10-12,Needham,1231
2025-10-12,Fitchburg,2071
2025-10-12,Greenbush,478
2025-10-12,Fairmount,515
2025-10-12,Fall River/New Bedford,2343
2025-10-13,Providence/Stoughton,16654
2025-10-13,Newburyport/Rockport,10791
2025-10-13,Framingham/Worcester,10965
2025-10-13,Franklin/Foxboro,6677
2025-10-13,Lowell,6146
2025-10-13,Haverhill,3904
2025-10-13,Kingston,4483
2025-10-13,Needham,3923
2025-10-13,Fitchburg,5247
2025-10-13,Greenbush,2983
2025-10-13,Fairmount,2264
2025-10-13,Fall River/New Bedford,8627
2025-10-14,Providence/Stoughton,19013
2025-10-14,Newburyport/Rockport,10903
2025-10-14,Framingham/Worcester,13388
2025-10-14,Franklin/Foxboro,8977
2025-10-14,Lowell,7740
2025-10-14,Haverhill,5043
2025-10-14,Kingston,5847
2025-10-14,Needham,5362
2025-10-14,Fitchburg,6973
2025-10-14,Greenbush,5109
2025-10-14,Fairmount,2736
2025-10-14,Fall River/New Bedford,9889
2025-10-15,Providence/Stoughton,20390
2025-10-15,Newburyport/Rockport,11436
2025-10-15,Framingham/Worcester,12318
2025-10-15,Franklin/Foxboro,9940
2025-10-15,Lowell,8012
2025-10-15,Haverhill,5502
2025-10-15,Kingston,6218
2025-10-15,Needham,5042
2025-10-15,Fitchburg,6832
2025-10-15,Greenbush,4652
2025-10-15,Fairmount,2680
2025-10-15,Fall River/New Bedford,10593
2025-10-16,Providence/Stoughton,19935
2025-10-16,Newburyport/Rockport,11377
2025-10-16,Framingham/Worcester,13046
2025-10-16,Franklin/Foxboro,9349
2025-10-16,Lowell,7538
2025-10-16,Haverhill,5418
2025-10-16,Kingston,5946
2025-10-16,Needham,4575
2025-10-16,Fitchburg,7232
2025-10-16,Greenbush,4789
2025-10-16,Fairmount,3008
2025-10-16,Fall River/New Bedford,10618
2025-10-17,Providence/Stoughton,17786
2025-10-17,Newburyport/Rockport,12363
2025-10-17,Framingham/Worcester,12418
2025-10-17,Franklin/Foxboro,8141
2025-10-17,Lowell,7557
2025-10-17,Haverhill,4905
2025-10-17,Kingston,4721
2025-10-17,Needham,4739
2025-10-17,Fitchburg,6267
2025-10-17,Greenbush,3384
2025-10-17,Fairmount,2662
2025-10-17,Fall River/New Bedford,9524
2025-10-18,Providence/Stoughton,8272
2025-10-18,Newburyport/Rockport,14837
2025-10-18,Framingham/Worcester,5336
2025-10-18,Franklin/Foxboro,2769
2025-10-18,Lowell,2376
2025-10-18,Haverhill,1469
2025-10-18,Kingston,1196
2025-10-18,Needham,1212
2025-10-18,Fitchburg,3271
2025-10-18,Greenbush,718
2025-10-18,Fairmount,420
2025-10-18,Fall River/New Bedford,2487
2025-10-19,Providence/Stoughton,7058
2025-10-19,Newburyport/Rockport,13794
2025-10-19,Framingham/Worcester,4480
2025-10-19,Franklin/Foxboro,1829
2025-10-19,Lowell,2337
2025-10-19,Haverhill,1480
2025-10-19,Kingston,1513
2025-10-19,Needham,1206
2025-10-19,Fitchburg,2038
2025-10-19,Greenbush,769
2025-10-19,Fairmount,399
2025-10-19,Fall River/New Bedford,2667
2025-10-20,Providence/Stoughton,20339
2025-10-20,Newburyport/Rockport,10711
2025-10-20,Framingham/Worcester,11758
2025-10-20,Franklin/Foxboro,8550
2025-10-20,Lowell,7697
2025-10-20,Haverhill,4876
2025-10-20,Kingston,5931
2025-10-20,Needham,4506
2025-10-20,Fitchburg,6293
2025-10-20,Greenbush,4291
2025-10-20,Fairmount,2457
2025-10-20,Fall River/New Bedford,9503
2025-10-21,Providence/Stoughton,21168
2025-10-21,Newburyport/Rockport,11641
2025-10-21,Framingham/Worcester,13756
2025-10-21,Franklin/Foxboro,9686
2025-10-21,Lowell,8260
2025-10-21,Haverhill,5563
2025-10-21,Kingston,5692
2025-10-21,Needham,5345
2025-10-21,Fitchburg,7421
2025-10-21,Greenbush,5316
2025-10-21,Fairmount,2393
2025-10-21,Fall River/New Bedford,10532
2025-10-22,Providence/Stoughton,21397
2025-10-22,Newburyport/Rockport,10866
2025-10-22,Framingham/Worcester,12400
